[20:48:07.085][INFO][CraftTweaker-EarlyInit]: CraftTweaker is running on a Minecraft 1.21.1 development client modded with platform NeoForge
[20:48:07.092][INFO][CraftTweaker-EarlyInit]: Successfully injected RecipeFS file system
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.arrow.ArrowLooseEvent for native type 'net.neoforged.neoforge.event.entity.player.ArrowLooseEvent'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.use.LivingEntityUseItemStartEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingEntityUseItemEvent$Start'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.use.LivingEntityUseItemEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingEntityUseItemEvent'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.use.LivingEntityUseItemStopEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingEntityUseItemEvent$Stop'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.use.LivingEntityUseItemFinishEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingEntityUseItemEvent$Finish'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.use.LivingEntityUseItemTickEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingEntityUseItemEvent$Tick'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.conversion.LivingConversionPreEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingConversionEvent$Pre'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.conversion.LivingConversionPostEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingConversionEvent$Post'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.conversion.LivingConversionEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingConversionEvent'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.teleport.EntityTeleportEvent for native type 'net.neoforged.neoforge.event.entity.EntityTeleportEvent'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.teleport.EntitySpreadPlayersCommandTeleportEvent for native type 'net.neoforged.neoforge.event.entity.EntityTeleportEvent$SpreadPlayersCommand'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.teleport.EnderPearlTeleportEvent for native type 'net.neoforged.neoforge.event.entity.EntityTeleportEvent$EnderPearl'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.teleport.EnderEntityTeleportEvent for native type 'net.neoforged.neoforge.event.entity.EntityTeleportEvent$EnderEntity'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.teleport.ChorusFruitTeleportEvent for native type 'net.neoforged.neoforge.event.entity.EntityTeleportEvent$ChorusFruit'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.teleport.EntityCommandTeleportEvent for native type 'net.neoforged.neoforge.event.entity.EntityTeleportEvent$TeleportCommand'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.advancement.AdvancementEvent for native type 'net.neoforged.neoforge.event.entity.player.AdvancementEvent'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.advancement.AdvancementEarnEvent for native type 'net.neoforged.neoforge.event.entity.player.AdvancementEvent$AdvancementEarnEvent'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.advancement.AdvancementProgressEvent for native type 'net.neoforged.neoforge.event.entity.player.AdvancementEvent$AdvancementProgressEvent'
[20:48:07.561][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.advancement.AdvancementProgressEventType for native type 'net.neoforged.neoforge.event.entity.player.AdvancementEvent$AdvancementProgressEvent$ProgressType'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingFallEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingFallEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingDestroyBlockEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingDestroyBlockEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingDropsEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingDropsEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingDamageEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingDamageEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingJumpEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingEvent$LivingJumpEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingUseTotemEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingUseTotemEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingIncomingDamageEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingIncomingDamageEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingEquipmentChangeEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingEquipmentChangeEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingKnockBackEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingKnockBackEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.spawn.MobSpawnEvent for native type 'net.neoforged.neoforge.event.entity.living.MobSpawnEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.spawn.MobDespawnEventResult for native type 'net.neoforged.neoforge.event.entity.living.MobDespawnEvent$Result'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.spawn.MobDespawnEvent for native type 'net.neoforged.neoforge.event.entity.living.MobDespawnEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.spawn.FinalizeMobSpawnEvent for native type 'net.neoforged.neoforge.event.entity.living.FinalizeSpawnEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.AnimalTameEvent for native type 'net.neoforged.neoforge.event.entity.living.AnimalTameEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingDeathEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingDeathEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingShieldBlockEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingShieldBlockEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.BabyEntitySpawnEvent for native type 'net.neoforged.neoforge.event.entity.living.BabyEntitySpawnEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingPostDamageEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingDamageEvent$Post'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingPreDamageEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingDamageEvent$Pre'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.target.LivingChangeTargetEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingChangeTargetEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.target.ILivingTargetType for native type 'net.neoforged.neoforge.event.entity.living.LivingChangeTargetEvent$ILivingTargetType'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.target.LivingTargetType for native type 'net.neoforged.neoforge.event.entity.living.LivingChangeTargetEvent$LivingTargetType'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingHealEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingHealEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.effect.MobEffectRemoveEvent for native type 'net.neoforged.neoforge.event.entity.living.MobEffectEvent$Remove'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.effect.MobEffectAddedEvent for native type 'net.neoforged.neoforge.event.entity.living.MobEffectEvent$Added'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.effect.MobEffectExpiredEvent for native type 'net.neoforged.neoforge.event.entity.living.MobEffectEvent$Expired'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.effect.MobEffectEvent for native type 'net.neoforged.neoforge.event.entity.living.MobEffectEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.effect.MobEffectApplicableEvent for native type 'net.neoforged.neoforge.event.entity.living.MobEffectEvent$Applicable'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.EntityLeaveLevelEvent for native type 'net.neoforged.neoforge.event.entity.EntityLeaveLevelEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.EntityEvent for native type 'net.neoforged.neoforge.event.entity.EntityEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.EntityStruckByLightningEvent for native type 'net.neoforged.neoforge.event.entity.EntityStruckByLightningEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.ProjectileImpactEvent for native type 'net.neoforged.neoforge.event.entity.ProjectileImpactEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.EntityJoinLevelEvent for native type 'net.neoforged.neoforge.event.entity.EntityJoinLevelEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerCloneEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$Clone'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.CanPlayerSleepEvent for native type 'net.neoforged.neoforge.event.entity.player.CanPlayerSleepEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerRespawnEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$PlayerRespawnEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerLoggedOutEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$PlayerLoggedOutEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.TabListNameFormat for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$TabListNameFormat'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerWakeUpEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerWakeUpEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerBreakSpeedEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$BreakSpeed'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerChangedDimensionEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$PlayerChangedDimensionEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.BonemealEvent for native type 'net.neoforged.neoforge.event.entity.player.BonemealEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerChangeGameModeEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$PlayerChangeGameModeEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerSetSpawnEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerSetSpawnEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.TradeWithVillagerEvent for native type 'net.neoforged.neoforge.event.entity.player.TradeWithVillagerEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerLoggedInEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$PlayerLoggedInEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerNameFormatEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$NameFormat'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.CriticalHitEvent for native type 'net.neoforged.neoforge.event.entity.player.CriticalHitEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.CanContinueSleepingEvent for native type 'net.neoforged.neoforge.event.entity.player.CanContinueSleepingEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerHarvestCheckEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$HarvestCheck'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerFlyableFallEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerFlyableFallEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.AttackEntityEvent for native type 'net.neoforged.neoforge.event.entity.player.AttackEntityEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.EntityMountEvent for native type 'net.neoforged.neoforge.event.entity.EntityMountEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.anvil.AnvilUpdateEvent for native type 'net.neoforged.neoforge.event.AnvilUpdateEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.anvil.AnvilRepairEvent for native type 'net.neoforged.neoforge.event.entity.player.AnvilRepairEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.xp.LivingExperienceDropEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingExperienceDropEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.xp.PlayerPickupXpEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerXpEvent$PickupXp'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.xp.PlayerXpLevelChangeEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerXpEvent$LevelChange'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.xp.PlayerXpChangeEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerXpEvent$XpChange'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.xp.PlayerXpEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerXpEvent'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.DetonateExplosionEvent for native type 'net.neoforged.neoforge.event.level.ExplosionEvent$Detonate'
[20:48:07.562][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.StartExplosionEvent for native type 'net.neoforged.neoforge.event.level.ExplosionEvent$Start'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.Event for native type 'net.neoforged.bus.api.Event'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.grindstone.GrindstoneEvent for native type 'net.neoforged.neoforge.event.GrindstoneEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.grindstone.GrindstoneOnTakeItemEvent for native type 'net.neoforged.neoforge.event.GrindstoneEvent$OnTakeItem'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.grindstone.GrindstoneOnPlaceItemEvent for native type 'net.neoforged.neoforge.event.GrindstoneEvent$OnPlaceItem'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.brewing.PotionBrewEventPost for native type 'net.neoforged.neoforge.event.brewing.PotionBrewEvent$Post'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.brewing.PotionBrewEventPre for native type 'net.neoforged.neoforge.event.brewing.PotionBrewEvent$Pre'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.brewing.PotionBrewEvent for native type 'net.neoforged.neoforge.event.brewing.PotionBrewEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.brewing.PlayerBrewedPotionEvent for native type 'net.neoforged.neoforge.event.brewing.PlayerBrewedPotionEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.ExplosionEvent for native type 'net.neoforged.neoforge.event.level.ExplosionEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.DifficultyChangeEvent for native type 'net.neoforged.neoforge.event.DifficultyChangeEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.FurnaceFuelBurnTimeEvent for native type 'net.neoforged.neoforge.event.furnace.FurnaceFuelBurnTimeEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.enchantment.EnchantmentLevelSetEvent for native type 'net.neoforged.neoforge.event.enchanting.EnchantmentLevelSetEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.ICancellableEvent for native type 'net.neoforged.bus.api.ICancellableEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.level.CreateSpawnPositionEvent for native type 'net.neoforged.neoforge.event.level.LevelEvent$CreateSpawnPosition'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.level.LevelEvent for native type 'net.neoforged.neoforge.event.level.LevelEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.PlayerTickEvent for native type 'net.neoforged.neoforge.event.tick.PlayerTickEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.ClientTickEvent for native type 'net.neoforged.neoforge.client.event.ClientTickEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.EntityTickPostEvent for native type 'net.neoforged.neoforge.event.tick.EntityTickEvent$Post'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.ServerTickEvent for native type 'net.neoforged.neoforge.event.tick.ServerTickEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.EntityTickPreEvent for native type 'net.neoforged.neoforge.event.tick.EntityTickEvent$Pre'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.LevelTickEvent for native type 'net.neoforged.neoforge.event.tick.LevelTickEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.EntityTickEvent for native type 'net.neoforged.neoforge.event.tick.EntityTickEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.PlayerTickPostEvent for native type 'net.neoforged.neoforge.event.tick.PlayerTickEvent$Post'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.LevelTickPreEvent for native type 'net.neoforged.neoforge.event.tick.LevelTickEvent$Pre'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.ServerTickPreEvent for native type 'net.neoforged.neoforge.event.tick.ServerTickEvent$Pre'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.ClientTickPreEvent for native type 'net.neoforged.neoforge.client.event.ClientTickEvent$Pre'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.PlayerTickPreEvent for native type 'net.neoforged.neoforge.event.tick.PlayerTickEvent$Pre'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.ClientTickPostEvent for native type 'net.neoforged.neoforge.client.event.ClientTickEvent$Post'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.ServerTickPostEvent for native type 'net.neoforged.neoforge.event.tick.ServerTickEvent$Post'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.LevelTickPostEvent for native type 'net.neoforged.neoforge.event.tick.LevelTickEvent$Post'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.interact.EntityInteractEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$EntityInteract'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.interact.PlayerInteractEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.interact.RightClickEmptyEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$RightClickEmpty'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.interact.LeftClickBlockEventAction for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$LeftClickBlock$Action'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.interact.LeftClickEmptyEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$LeftClickEmpty'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.interact.RightClickItemEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$RightClickItem'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.interact.LeftClickBlockEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$LeftClickBlock'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.interact.EntityInteractSpecificEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$EntityInteractSpecific'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.interact.RightClickBlockEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$RightClickBlock'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.NeighborBlockNotifyEvent for native type 'net.neoforged.neoforge.event.level.BlockEvent$NeighborNotifyEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.fluid.FluidPlaceBlockEvent for native type 'net.neoforged.neoforge.event.level.BlockEvent$FluidPlaceBlockEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.fluid.CreateFluidSourceEvent for native type 'net.neoforged.neoforge.event.level.block.CreateFluidSourceEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.piston.PrePistonEvent for native type 'net.neoforged.neoforge.event.level.PistonEvent$Pre'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.piston.PistonMoveType for native type 'net.neoforged.neoforge.event.level.PistonEvent$PistonMoveType'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.piston.PistonEvent for native type 'net.neoforged.neoforge.event.level.PistonEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.piston.PostPistonEvent for native type 'net.neoforged.neoforge.event.level.PistonEvent$Post'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.EntityPlaceBlockEvent for native type 'net.neoforged.neoforge.event.level.BlockEvent$EntityPlaceEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.PortalSpawnEvent for native type 'net.neoforged.neoforge.event.level.BlockEvent$PortalSpawnEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.FarmlandTrampleEvent for native type 'net.neoforged.neoforge.event.level.BlockEvent$FarmlandTrampleEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.crop.PostCropGrowEvent for native type 'net.neoforged.neoforge.event.level.block.CropGrowEvent$Post'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.crop.CropGrowEvent for native type 'net.neoforged.neoforge.event.level.block.CropGrowEvent'
[20:48:07.563][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.crop.PreCropGrowEvent for native type 'net.neoforged.neoforge.event.level.block.CropGrowEvent$Pre'
